id,label,desc,id_no_prefix,domain,range
http://dbpedia.org/ontology/municipalityRenamedTo,a municipality's new name,a municipality's new name,municipalityRenamedTo,Municipality,
http://dbpedia.org/ontology/municipalityType,type of municipality,type of municipality,municipalityType,Municipality,
http://dbpedia.org/ontology/musicBand,Music Band,Music Band,musicBand,MusicalArtist,Band
http://dbpedia.org/ontology/musicalArtist,musical artist,musical artist,musicalArtist,Single,MusicalArtist
http://dbpedia.org/ontology/musicalBand,musical band,musical band,musicalBand,Single,Band
http://dbpedia.org/ontology/musicalKey,musical key,musical key,musicalKey,MusicalWork,
http://dbpedia.org/ontology/musicians,musicians,musicians,musicians,Instrument,MusicalArtist
http://dbpedia.org/ontology/mvp,mvp,mvp,mvp,Athlete,
http://dbpedia.org/ontology/naacpImageAward,NAACP Image Award,NAACP Image Award,naacpImageAward,Actor,Award
http://dbpedia.org/ontology/nameAsOf,so named since,so named since,nameAsOf,,
http://dbpedia.org/ontology/nameInCantoneseChinese,name in Yue Chinese,name in Yue Chinese,nameInCantoneseChinese,,
http://dbpedia.org/ontology/nameInHangulKorean,name in Hangul-written Korean,name in Hangul-written Korean,nameInHangulKorean,,
http://dbpedia.org/ontology/nameInHanjaKorean,name in Hanja-written (traditional) Korean,name in Hanja-written (traditional) Korean,nameInHanjaKorean,,
http://dbpedia.org/ontology/nameInJapanese,name in Japanese,name in Japanese,nameInJapanese,,
http://dbpedia.org/ontology/nameInMindongyuChinese,name in Mindongyu Chinese,name in Mindongyu Chinese,nameInMindongyuChinese,,
http://dbpedia.org/ontology/nameInMinnanyuChinese,name in Minnanyu Chinese,name in Minnanyu Chinese,nameInMinnanyuChinese,,
http://dbpedia.org/ontology/nameInPinyinChinese,name in Pinyin Chinese,name in Pinyin Chinese,nameInPinyinChinese,,
http://dbpedia.org/ontology/nameInSimplifiedChinese,name in Simplified Chinese,name in Simplified Chinese,nameInSimplifiedChinese,,
http://dbpedia.org/ontology/nameInTraditionalChinese,name in Traditional Chinese,name in Traditional Chinese,nameInTraditionalChinese,,
http://dbpedia.org/ontology/nameInWadeGilesChinese,name in the Wade-Giles transscription of Chinese,name in the Wade-Giles transscription of Chinese,nameInWadeGilesChinese,,
http://dbpedia.org/ontology/namedByLanguage,named by language,named by language,namedByLanguage,Place,Place
http://dbpedia.org/ontology/names,names,names,names,Openswarm,
http://dbpedia.org/ontology/nation,nation,nation,nation,PopulatedPlace,
http://dbpedia.org/ontology/nationalChampionship,national championship,national championship,nationalChampionship,Athlete,
http://dbpedia.org/ontology/nationalFilmAward,National Film Award,National Film Award,nationalFilmAward,Actor,Award
http://dbpedia.org/ontology/nationalOlympicCommittee,National Olympic Committee,National Olympic Committee,nationalOlympicCommittee,OlympicResult,
http://dbpedia.org/ontology/nationalSelection,national selection,national selection,nationalSelection,Agent,
http://dbpedia.org/ontology/nationalTeamMatchPoint,national team match point,national team match point,nationalTeamMatchPoint,Person,
http://dbpedia.org/ontology/nationalTeamYear,national team year,national team year,nationalTeamYear,Person,
http://dbpedia.org/ontology/nationalTournament,National tournament,National tournament,nationalTournament,Person,Tournament
http://dbpedia.org/ontology/nationalTournamentBronze,national tournament bronze,national tournament bronze,nationalTournamentBronze,Person,
http://dbpedia.org/ontology/nationalTournamentGold,national tournament gold,national tournament gold,nationalTournamentGold,Person,
http://dbpedia.org/ontology/nationalTournamentSilver,national tournament silver,national tournament silver,nationalTournamentSilver,Person,
http://dbpedia.org/ontology/nationalYears,national years,national years,nationalYears,SoccerPlayer,
http://dbpedia.org/ontology/ncaaSeason,ncaa season,ncaa season,ncaaSeason,Athlete,
http://dbpedia.org/ontology/ncaaTeam,ncaa team,ncaa team,ncaaTeam,Athlete,SportsTeam
http://dbpedia.org/ontology/ncbhof,ncbhof,ncbhof,ncbhof,Athlete,
http://dbpedia.org/ontology/nciId,NCI,NCI,nciId,Disease,
http://dbpedia.org/ontology/neighbourRegion,neighbour region,neighbour region,neighbourRegion,Place,
http://dbpedia.org/ontology/neighbourhood,neighbourhood of a hungarian settlement,neighbourhood of a hungarian settlement,neighbourhood,HungarySettlement,
http://dbpedia.org/ontology/networth,networth ($),networth ($),networth,Person,Currency
http://dbpedia.org/ontology/newspaper,newspaper,newspaper,newspaper,,PeriodicalLiterature
http://dbpedia.org/ontology/nextEntity,next entity,next entity,nextEntity,Place,Place
http://dbpedia.org/ontology/nflCode,nfl code,nfl code,nflCode,Athlete,
http://dbpedia.org/ontology/nflSeason,nfl season,nfl season,nflSeason,Athlete,
http://dbpedia.org/ontology/nflTeam,nfl team,nfl team,nflTeam,Athlete,SportsTeam
http://dbpedia.org/ontology/nndbId,NNDB id,NNDB id,nndbId,Person,
http://dbpedia.org/ontology/noContest,no contest,no contest,noContest,Boxer,
http://dbpedia.org/ontology/nonProfessionalCareer,non professional career,non professional career,nonProfessionalCareer,Person,
http://dbpedia.org/ontology/notSolubleIn,not soluble in,not soluble in,notSolubleIn,ChemicalSubstance,ChemicalSubstance
http://dbpedia.org/ontology/notableFeatures,notable features,notable features,notableFeatures,Galaxy,
http://dbpedia.org/ontology/noteOnPlaceOfBurial,note on place of burial,note on place of burial,noteOnPlaceOfBurial,MilitaryPerson,
http://dbpedia.org/ontology/noteOnRestingPlace,note on resting place,note on resting place,noteOnRestingPlace,Person,
http://dbpedia.org/ontology/notifyDate,notify date,notify date,notifyDate,SiteOfSpecialScientificInterest,
http://dbpedia.org/ontology/novel,novel,novel,novel,FictionalCharacter,Novel
http://dbpedia.org/ontology/nssdcId,NSSDC ID,NSSDC ID,nssdcId,SpaceStation,
http://dbpedia.org/ontology/numberOfAcademicStaff,number of academic staff,number of academic staff,numberOfAcademicStaff,EducationalInstitution,
http://dbpedia.org/ontology/numberOfArrondissement,number of arrondissement,number of arrondissement,numberOfArrondissement,Department,
http://dbpedia.org/ontology/numberOfBombs,number of bombs,number of bombs,numberOfBombs,MilitaryAircraft,
http://dbpedia.org/ontology/numberOfBronzeMedalsWon,number of bronze medals won,number of bronze medals won,numberOfBronzeMedalsWon,SportCompetitionResult,
http://dbpedia.org/ontology/numberOfCanton,number of canton,number of canton,numberOfCanton,Department,
http://dbpedia.org/ontology/numberOfCantons,Number Of Cantons,Number Of Cantons,numberOfCantons,PopulatedPlace,
http://dbpedia.org/ontology/numberOfCapitalDeputies,Number Of Capital Deputies,Number Of Capital Deputies,numberOfCapitalDeputies,PopulatedPlace,
http://dbpedia.org/ontology/numberOfCity,number of contries inside en continent,number of contries inside en continent,numberOfCity,Continent,
http://dbpedia.org/ontology/numberOfClassrooms,number of classrooms,number of classrooms,numberOfClassrooms,School,
http://dbpedia.org/ontology/numberOfClubs,number of clubs,number of clubs,numberOfClubs,Activity,
http://dbpedia.org/ontology/numberOfCompetitors,number of competitors,number of competitors,numberOfCompetitors,OlympicResult,
http://dbpedia.org/ontology/numberOfCounties,number of counties,number of counties,numberOfCounties,PopulatedPlace,
http://dbpedia.org/ontology/numberOfCountries,number of countries,number of countries,numberOfCountries,AdministrativeRegion,
http://dbpedia.org/ontology/numberOfCrew,number of crew,number of crew,numberOfCrew,MeanOfTransportation,
http://dbpedia.org/ontology/numberOfDependency,number of dependency,number of dependency,numberOfDependency,Continent,
http://dbpedia.org/ontology/numberOfDistrict,number of district,number of district,numberOfDistrict,Department,
http://dbpedia.org/ontology/numberOfDistricts,number of districts,number of districts,numberOfDistricts,Regency,
http://dbpedia.org/ontology/numberOfEtoilesMichelin,number of étoiles Michelin,number of étoiles Michelin,numberOfEtoilesMichelin,Restaurant,
http://dbpedia.org/ontology/numberOfFederalDeputies,Number Of Federal Deputies,Number Of Federal Deputies,numberOfFederalDeputies,PopulatedPlace,
http://dbpedia.org/ontology/numberOfFilms,number of films,number of films,numberOfFilms,AdultActor,
http://dbpedia.org/ontology/numberOfGoldMedalsWon,number of gold medals won,number of gold medals won,numberOfGoldMedalsWon,SportCompetitionResult,
http://dbpedia.org/ontology/numberOfGraves,number of graves,number of graves,numberOfGraves,Cemetery,
http://dbpedia.org/ontology/numberOfHoles,number of holes,number of holes,numberOfHoles,GolfCourse,
http://dbpedia.org/ontology/numberOfIndegree,number of all indegrees in dbpedia (same ourdegrees are counting repeatedly),number of all indegrees in dbpedia (same ourdegrees are counting repeatedly),numberOfIndegree,,
http://dbpedia.org/ontology/numberOfIntercommunality,number of intercommunality,number of intercommunality,numberOfIntercommunality,Department,
http://dbpedia.org/ontology/numberOfIsland,number of islands,number of islands,numberOfIsland,Place,
http://dbpedia.org/ontology/numberOfIslands,number of islands,number of islands,numberOfIslands,Island,
http://dbpedia.org/ontology/numberOfLaps,number of laps,number of laps,numberOfLaps,FormulaOneRacing,
http://dbpedia.org/ontology/numberOfLaunches,number of launches,number of launches,numberOfLaunches,MeanOfTransportation,
http://dbpedia.org/ontology/numberOfMembersAsOf,number of members as of,number of members as of,numberOfMembersAsOf,PoliticalParty,
http://dbpedia.org/ontology/numberOfMinistries,number of ministries,number of ministries,numberOfMinistries,Country,
http://dbpedia.org/ontology/numberOfMunicipalities,Number Of Municipalities,Number Of Municipalities,numberOfMunicipalities,PopulatedPlace,
http://dbpedia.org/ontology/numberOfMusicalArtistEntities,number of MuscialArtist class (entities) in DBpedia,number of MuscialArtist class (entities) in DBpedia,numberOfMusicalArtistEntities,Country,
http://dbpedia.org/ontology/numberOfMusicalArtistInstrument,number of all MuscialArtist playing the instrument,number of all MuscialArtist playing the instrument,numberOfMusicalArtistInstrument,Instrument,
http://dbpedia.org/ontology/numberOfMusicalArtistStyle,number of all MuscialArtist playing the style,number of all MuscialArtist playing the style,numberOfMusicalArtistStyle,MusicGenre,
http://dbpedia.org/ontology/numberOfNeighbourhood,number of neighbourhood,number of neighbourhood,numberOfNeighbourhood,GermanSettlement,
http://dbpedia.org/ontology/numberOfNewlyIntroducedSports,number of newly introduced sports,number of newly introduced sports,numberOfNewlyIntroducedSports,Olympics,
http://dbpedia.org/ontology/numberOfOfficials,number of officials,number of officials,numberOfOfficials,OlympicResult,
http://dbpedia.org/ontology/numberOfParticipatingAthletes,number of participating athletes,number of participating athletes,numberOfParticipatingAthletes,Olympics,
http://dbpedia.org/ontology/numberOfParticipatingFemaleAthletes,number of participating female athletes,number of participating female athletes,numberOfParticipatingFemaleAthletes,Olympics,
http://dbpedia.org/ontology/numberOfParticipatingMaleAthletes,number of participating male athletes,number of participating male athletes,numberOfParticipatingMaleAthletes,Olympics,
http://dbpedia.org/ontology/numberOfParticipatingNations,number of participating nations,number of participating nations,numberOfParticipatingNations,Olympics,
http://dbpedia.org/ontology/numberOfPassengers,number of passengers,number of passengers,numberOfPassengers,Ship,
http://dbpedia.org/ontology/numberOfPeopleAttending,number of people attending,number of people attending,numberOfPeopleAttending,Event,
http://dbpedia.org/ontology/numberOfPersonBornInPlace,number of entities of Person class born in the place,number of entities of Person class born in the place,numberOfPersonBornInPlace,Place,
http://dbpedia.org/ontology/numberOfPersonEntities,number of Person class (entities) in DBpedia,number of Person class (entities) in DBpedia,numberOfPersonEntities,Country,
http://dbpedia.org/ontology/numberOfPersonFromUniversity,number of entities of Person class who graduated from the university,number of entities of Person class who graduated from the university,numberOfPersonFromUniversity,University,
http://dbpedia.org/ontology/numberOfPersonInOccupation,number of person in one occupation,number of person in one occupation,numberOfPersonInOccupation,PersonFunction,
http://dbpedia.org/ontology/numberOfPixels,number of pixels (millions),number of pixels (millions),numberOfPixels,,
http://dbpedia.org/ontology/numberOfPlayers,number of players,number of players,numberOfPlayers,Activity,
http://dbpedia.org/ontology/numberOfReactors,number of reactors,number of reactors,numberOfReactors,NuclearPowerStation,
http://dbpedia.org/ontology/numberOfResourceOfClass,number of all resource / entities of a class,number of all resource / entities of a class,numberOfResourceOfClass,,
http://dbpedia.org/ontology/numberOfResourceOfType,number of resource / entities for concrete type of subject,number of resource / entities for concrete type of subject,numberOfResourceOfType,,
http://dbpedia.org/ontology/numberOfRockets,number of rockets,number of rockets,numberOfRockets,MilitaryAircraft,
http://dbpedia.org/ontology/numberOfRun,number of run,number of run,numberOfRun,Person,
http://dbpedia.org/ontology/numberOfSeats,number of seats,number of seats,numberOfSeats,MeanOfTransportation,
http://dbpedia.org/ontology/numberOfSettlement,number of settlement,number of settlement,numberOfSettlement,Department,
http://dbpedia.org/ontology/numberOfSettlementsInCountry,number of entities of Settlement class in country,number of entities of Settlement class in country,numberOfSettlementsInCountry,Country,
http://dbpedia.org/ontology/numberOfSilverMedalsWon,number of silver medals won,number of silver medals won,numberOfSilverMedalsWon,SportCompetitionResult,
http://dbpedia.org/ontology/numberOfSoccerPlayerInCountryRepre,number of SoccerPlayers in Country Repre,number of SoccerPlayers in Country Repre,numberOfSoccerPlayerInCountryRepre,SoccerClub,
http://dbpedia.org/ontology/numberOfSoccerPlayersBornInPlace,number of SoccerPlayers born in Place,number of SoccerPlayers born in Place,numberOfSoccerPlayersBornInPlace,Place,
http://dbpedia.org/ontology/numberOfSoccerPlayersInTeam,number of SoccerPlayers in entity of SoccerClub,number of SoccerPlayers in entity of SoccerClub,numberOfSoccerPlayersInTeam,SoccerClub,
http://dbpedia.org/ontology/numberOfSpeakers,number of speakers,number of speakers,numberOfSpeakers,Language,
http://dbpedia.org/ontology/numberOfSports,number of sports,number of sports,numberOfSports,,
http://dbpedia.org/ontology/numberOfSportsEvents,number of sports events,number of sports events,numberOfSportsEvents,,
http://dbpedia.org/ontology/numberOfStars,number of stars,number of stars,numberOfStars,Constellation,
http://dbpedia.org/ontology/numberOfStateDeputies,Number Of State Deputies,Number Of State Deputies,numberOfStateDeputies,PopulatedPlace,
http://dbpedia.org/ontology/numberOfTurns,number of turns,number of turns,numberOfTurns,RaceTrack,
http://dbpedia.org/ontology/numberOfUseOfProperty,number of use of a property,number of use of a property,numberOfUseOfProperty,,
http://dbpedia.org/ontology/numberOfVillages,number of villages,number of villages,numberOfVillages,District,
http://dbpedia.org/ontology/observatory,observatory,observatory,observatory,Island,
http://dbpedia.org/ontology/odor,Odor,Odor,odor,,
http://dbpedia.org/ontology/officialName,official name,official name,officialName,Settlement,
http://dbpedia.org/ontology/officialOpenedBy,official opened by,official opened by,officialOpenedBy,Olympics,Person
http://dbpedia.org/ontology/oldDistrict,old district,old district,oldDistrict,PopulatedPlace,PopulatedPlace
http://dbpedia.org/ontology/oldName,old name,old name,oldName,PopulatedPlace,
http://dbpedia.org/ontology/oldProvince,old province,old province,oldProvince,PopulatedPlace,PopulatedPlace
http://dbpedia.org/ontology/oldTeamCoached,old team coached,old team coached,oldTeamCoached,Athlete,SportsTeam
http://dbpedia.org/ontology/oldcode,oldcode,oldcode,oldcode,OlympicResult,
http://dbpedia.org/ontology/olivierAward,Olivier Award,Olivier Award,olivierAward,Comedian,Award
http://dbpedia.org/ontology/olympicGames,olympic games,olympic games,olympicGames,Person,Tournament
http://dbpedia.org/ontology/olympicGamesBronze,olympic games bronze,olympic games bronze,olympicGamesBronze,Person,
http://dbpedia.org/ontology/olympicGamesGold,olympic games gold,olympic games gold,olympicGamesGold,Person,
http://dbpedia.org/ontology/olympicGamesSilver,olympic games silver,olympic games silver,olympicGamesSilver,Person,
http://dbpedia.org/ontology/olympicGamesWins,olympic games wins,olympic games wins,olympicGamesWins,Person,
http://dbpedia.org/ontology/olympicOathSwornBy,olympic oath sworn by,olympic oath sworn by,olympicOathSwornBy,Olympics,Person
http://dbpedia.org/ontology/olympicOathSwornByAthlete,olympic oath sworn by athlete,olympic oath sworn by athlete,olympicOathSwornByAthlete,Olympics,Person
http://dbpedia.org/ontology/olympicOathSwornByJudge,olympic oath sworn by judge,olympic oath sworn by judge,olympicOathSwornByJudge,Olympics,Person
http://dbpedia.org/ontology/ons,ONS ID (Office national des statistiques) Algeria,ONS ID (Office national des statistiques) Algeria,ons,Settlement,
http://dbpedia.org/ontology/orbitalEccentricity,orbital eccentricity,orbital eccentricity,orbitalEccentricity,CelestialBody,
http://dbpedia.org/ontology/orbitalInclination,orbital inclination,orbital inclination,orbitalInclination,SpaceMission,
http://dbpedia.org/ontology/ordination,Ordination,Ordination,ordination,Priest,
http://dbpedia.org/ontology/orientation,orientation,orientation,orientation,Person,
http://dbpedia.org/ontology/originalDanseCompetition,original danse competititon,original danse competititon,originalDanseCompetition,Person,
http://dbpedia.org/ontology/originalDanseScore,original danse score,original danse score,originalDanseScore,Person,
http://dbpedia.org/ontology/originalEndPoint,original end point,original end point,originalEndPoint,Canal,Place
http://dbpedia.org/ontology/originalMaximumBoatBeam,original maximum boat beam (μ),original maximum boat beam (μ),originalMaximumBoatBeam,Canal,Length
http://dbpedia.org/ontology/originalMaximumBoatLength,original maximum boat length (μ),original maximum boat length (μ),originalMaximumBoatLength,Canal,Length
http://dbpedia.org/ontology/originalStartPoint,original start point,original start point,originalStartPoint,Canal,Place
http://dbpedia.org/ontology/origo,origo,origo,origo,Muscle,AnatomicalStructure
http://dbpedia.org/ontology/orogeny,orogeny,orogeny,orogeny,,
http://dbpedia.org/ontology/orthologousGene,Orthologous Gene,Orthologous Gene,orthologousGene,Gene,Gene
http://dbpedia.org/ontology/otherActivity,other activity,other activity,otherActivity,Person,
http://dbpedia.org/ontology/otherAppearances,other appearances,other appearances,otherAppearances,OlympicResult,OlympicResult
http://dbpedia.org/ontology/otherChannel,other channel,other channel,otherChannel,Broadcaster,
http://dbpedia.org/ontology/otherFamilyBranch,other branch,other branch,otherFamilyBranch,NobleFamily,Family
http://dbpedia.org/ontology/otherFuelType,secondary/other fuel type,secondary/other fuel type,otherFuelType,PowerStation,
http://dbpedia.org/ontology/otherFunction,other function,other function,otherFunction,Person,
http://dbpedia.org/ontology/otherInformation,other information of a settlement,other information of a settlement,otherInformation,Settlement,
http://dbpedia.org/ontology/otherLanguage,other language of a settlement,other language of a settlement,otherLanguage,Settlement,
http://dbpedia.org/ontology/otherMedia,other media,other media,otherMedia,Person,PeriodicalLiterature
http://dbpedia.org/ontology/otherName,other name,other name,otherName,PopulatedPlace,
http://dbpedia.org/ontology/otherOccupation,other occupation,other occupation,otherOccupation,Person,PersonFunction
http://dbpedia.org/ontology/otherSportsExperience,otherSportsExperience,otherSportsExperience,otherSportsExperience,Athlete,Athletics
http://dbpedia.org/ontology/otherWins,other wins,other wins,otherWins,SnookerPlayer,
http://dbpedia.org/ontology/output,output,output,output,Place,
http://dbpedia.org/ontology/outskirts,outskirts,outskirts,outskirts,PopulatedPlace,
http://dbpedia.org/ontology/painter,painter,painter,painter,Artwork,Person
http://dbpedia.org/ontology/parentheses,parentheses,parentheses,parentheses,Species,
http://dbpedia.org/ontology/parkingLotsCars,number of parking lots for cars,number of parking lots for cars,parkingLotsCars,RestArea,
http://dbpedia.org/ontology/parkingLotsTrucks,number of parking lots for trucks,number of parking lots for trucks,parkingLotsTrucks,RestArea,
http://dbpedia.org/ontology/parliament,parliament,parliament,parliament,,Parliament
http://dbpedia.org/ontology/parliamentType,parliament type,parliament type,parliamentType,Place,
http://dbpedia.org/ontology/parliamentaryGroup,parliamentary group,parliamentary group,parliamentaryGroup,Person,
http://dbpedia.org/ontology/participatingIn,participates/participated in,participates/participated in,participatingIn,MemberResistanceMovement,SocietalEvent
http://dbpedia.org/ontology/particularSign,particular sign,particular sign,particularSign,Person,
http://dbpedia.org/ontology/partitionCoefficient,Partition coefficient,Partition coefficient,partitionCoefficient,ChemicalSubstance,
http://dbpedia.org/ontology/partyNumber,party number,party number,partyNumber,,
http://dbpedia.org/ontology/pastMember,past member,past member,pastMember,,Person
http://dbpedia.org/ontology/pastor,pastor,pastor,pastor,HistoricBuilding,Person
http://dbpedia.org/ontology/patent,patent,patent,patent,Person,
http://dbpedia.org/ontology/pccSecretary,pcc secretary,pcc secretary,pccSecretary,,
http://dbpedia.org/ontology/peabodyAward,Peabody Award,Peabody Award,peabodyAward,Comedian,Award
http://dbpedia.org/ontology/penaltiesTeamA,Penalties Team A,Penalties Team A,penaltiesTeamA,PenaltyShootOut,
http://dbpedia.org/ontology/penaltiesTeamB,Penalties Team B,Penalties Team B,penaltiesTeamB,PenaltyShootOut,
http://dbpedia.org/ontology/penaltyScore,penalty score,penalty score,penaltyScore,PenaltyShootOut,
http://dbpedia.org/ontology/penisLength,penis length,penis length,penisLength,Person,
http://dbpedia.org/ontology/perCapitaIncome,per capita income ($),per capita income ($),perCapitaIncome,PopulatedPlace,Currency
http://dbpedia.org/ontology/perCapitaIncomeAsOf,per capita income as of,per capita income as of,perCapitaIncomeAsOf,PopulatedPlace,
http://dbpedia.org/ontology/perCapitaIncomeRank,per capital income rank,per capital income rank,perCapitaIncomeRank,PopulatedPlace,
http://dbpedia.org/ontology/percentage,percentage,percentage,percentage,,
http://dbpedia.org/ontology/percentageLiteracyMen,"percentage of a place's male population that is literate, degree of analphabetism","percentage of a place's male population that is literate, degree of analphabetism",percentageLiteracyMen,PopulatedPlace,
http://dbpedia.org/ontology/percentageLiteracyWomen,"percentage of a place's female population that is literate, degree of analphabetism","percentage of a place's female population that is literate, degree of analphabetism",percentageLiteracyWomen,PopulatedPlace,
http://dbpedia.org/ontology/percentageLiterate,"percentage of a place's population that is literate, degree of analphabetism","percentage of a place's population that is literate, degree of analphabetism",percentageLiterate,PopulatedPlace,
http://dbpedia.org/ontology/performer,performer,performer,performer,FictionalCharacter,Person
http://dbpedia.org/ontology/perifocus,perifocus,perifocus,perifocus,CelestialBody,
http://dbpedia.org/ontology/perimeter,perimeter (μ),perimeter (μ),perimeter,Place,Length
http://dbpedia.org/ontology/period,event period,event period,period,,
http://dbpedia.org/ontology/perpetrator,perpetrator,perpetrator,perpetrator,Attack,Agent
http://dbpedia.org/ontology/pgaWins,pga wins,pga wins,pgaWins,Person,
http://dbpedia.org/ontology/phonePrefixLabel,phone prefix label of a settlement,phone prefix label of a settlement,phonePrefixLabel,Settlement,
http://dbpedia.org/ontology/pictureDescription,picture description,picture description,pictureDescription,,
http://dbpedia.org/ontology/piercing,piercing,piercing,piercing,Person,
http://dbpedia.org/ontology/pisciculturalPopulation,piscicultural population,piscicultural population,pisciculturalPopulation,Place,
http://dbpedia.org/ontology/plant,plant,plant,plant,Place,Plant
http://dbpedia.org/ontology/playRole,play role,play role,playRole,,
http://dbpedia.org/ontology/playerSeason,player season,player season,playerSeason,Agent,
http://dbpedia.org/ontology/playerStatus,player status,player status,playerStatus,Person,
http://dbpedia.org/ontology/playingTime,playing time (s),playing time (s),playingTime,,Time
http://dbpedia.org/ontology/pluviometry,pluviometry,pluviometry,pluviometry,PopulatedPlace,
http://dbpedia.org/ontology/podium,podium,podium,podium,Person,
http://dbpedia.org/ontology/pole,pole,pole,pole,,
http://dbpedia.org/ontology/polePosition,pole position,pole position,polePosition,Person,
http://dbpedia.org/ontology/polishFilmAward,Polish Film Award,Polish Film Award,polishFilmAward,Artist,Award
http://dbpedia.org/ontology/politicGovernmentDepartment,politic government department,politic government department,politicGovernmentDepartment,PopulatedPlace,
http://dbpedia.org/ontology/politicalFunction,political function,political function,politicalFunction,Person,
http://dbpedia.org/ontology/politicalMajority,political majority,political majority,politicalMajority,Settlement,PoliticalParty
http://dbpedia.org/ontology/politicalSeats,political seats,political seats,politicalSeats,Settlement,
http://dbpedia.org/ontology/popularVote,Number of votes given to candidate,Number of votes given to candidate,popularVote,Election,
http://dbpedia.org/ontology/populationPctChildren,population percentage under 12 years,population percentage under 12 years,populationPctChildren,PopulatedPlace,
http://dbpedia.org/ontology/previousTrackNumber,number of the previous track,number of the previous track of the recorded work.,previousTrackNumber,Work,
http://dbpedia.org/ontology/previousWorkDate,previous work date,Year when previous work was released,previousWorkDate,Work,year
http://dbpedia.org/ontology/price,price ($),"The price of something, eg a journal. For ""total money earned by an Athlete"" use gross",price,,Currency
http://dbpedia.org/ontology/procedure,procedure,The name designating a formal collection of steps to be taken to complete the case,procedure,Case,
http://dbpedia.org/ontology/projectEndDate,project end date,The end date of the project.,projectEndDate,Project,
http://dbpedia.org/ontology/projectObjective,project objective,A defined objective of the project.,projectObjective,Project,
http://dbpedia.org/ontology/projectReferenceID,project reference ID,The reference identification of the project.,projectReferenceID,ResearchProject,
http://dbpedia.org/ontology/projectType,project type,"The type of the research project. Mostly used for the funding schemes of the European Union, for instance: Specific Targeted Research Projects (STREP), Network of Excellence (NoE) or Integrated Project.",projectType,ResearchProject,
http://dbpedia.org/ontology/protectionStatus,monument protection status,"The sort of status that is granted to a protected Building or Monument. This is not about being protected or not, this is about the nature of the protection regime. E.g., in the Netherlands the protection status 'rijksmonument' points to more elaborate protection than other statuses.",protectionStatus,Place,
http://dbpedia.org/ontology/publiclyAccessible,publicly accessible,describes in what way this site is accessible for public,publiclyAccessible,,
http://dbpedia.org/ontology/quotation,quotation,"A quotation is the repetition of one expression as part of another one, particularly when the quoted expression is well-known or explicitly attributed by citation to its original source.",quotation,,
http://dbpedia.org/ontology/raceResult,race result,Result of one racer in a sport competition,raceResult,Race,SportCompetitionResult
http://dbpedia.org/ontology/rank,rank,"Rank of something among other things of the same kind, eg Constellations by Area; MusicalAlbums by popularity, etc",rank,,
http://dbpedia.org/ontology/redListIdNL,red list ID NL,red list code for treatened species NL (different from IUCN),redListIdNL,Species,
http://dbpedia.org/ontology/regentOf,regent of,Subject has served as the regent of another monarch,regentOf,Monarch,Monarch
http://dbpedia.org/ontology/registryNumber,registry number,Identification of the registry a document is in,registryNumber,Document,
http://dbpedia.org/ontology/relatedFunctions,related functions,This property is to accommodate the list field that contains a list of related personFunctions a person holds or has held,relatedFunctions,Person,List
http://dbpedia.org/ontology/relatedPlaces,related places,"This property is to accommodate the list field that contains a list of, e.g., monuments in the same town",relatedPlaces,Place,List
http://dbpedia.org/ontology/relativeAtomicMass,atomic weight,the ratio of the average mass of atoms of an element (from a single given sample or source) to 1⁄12 of the mass of an atom of carbon-12,relativeAtomicMass,ChemicalElement,
http://dbpedia.org/ontology/releaseLocation,release location,"Usually used with releaseDate, particularly for Films. Often there can be several pairs so our modeling is not precise here...",releaseLocation,Work,Place
http://dbpedia.org/ontology/relics,relics,"Physical remains or personal effects of a saint or venerated person, preserved in a religious building",relics,ReligiousBuilding,
http://dbpedia.org/ontology/reopeningYear,reopening year,Year of reopening the architectural structure.,reopeningYear,ArchitecturalStructure,
http://dbpedia.org/ontology/resolution,resolution,Native Resolution,resolution,Software,
http://dbpedia.org/ontology/ridId,RID Id,An identifying system for scientific authors. The system was introduced in January 2008 by Thomson Reuters. The combined use of the Digital Object Identifier with the ResearcherID allows for a unique association of authors and scientific articles.,ridId,,
http://dbpedia.org/ontology/rkdArtistsId,RKDartists id,"Rijksbureau voor Kunsthistorische Documentatie (RKD) artists database id.
http://rkd.nl/explore/artists/$1",rkdArtistsId,,
http://dbpedia.org/ontology/routeActivity,route activity,details of the activity for a road.,routeActivity,RouteStop,
http://dbpedia.org/ontology/routeDirection,route direction,The general direction of the route (eg. North-South).,routeDirection,RouteOfTransportation,
http://dbpedia.org/ontology/routeLine,line,line of a stop on a route.,routeLine,RouteStop,
http://dbpedia.org/ontology/routeNext,route next stop,next stop on a route.,routeNext,RouteStop,RouteStop
http://dbpedia.org/ontology/routePrevious,route previous stop,previous stop on a route.,routePrevious,RouteStop,RouteStop
http://dbpedia.org/ontology/ruling,ruling,Ruling referred to in this legal case,ruling,LegalCase,
http://dbpedia.org/ontology/satScore,SAT score,most recent average SAT scores,satScore,School,
http://dbpedia.org/ontology/scaleFactor,scale factor,Scale factor (ex: for images) to zoom out (value > 1) or reduce (0 < value < 1) the proportions. Decimal numbers use dot séparator; ex : 0.75,scaleFactor,,
http://dbpedia.org/ontology/score,score,Score or points of something (eg a SportCompetitionResult),score,,
http://dbpedia.org/ontology/seasonNumber,season number,The season number to which the TelevisionEpisode belongs.,seasonNumber,TelevisionEpisode,
http://dbpedia.org/ontology/security,security,Safety precautions that are used in the building.,security,Building,
